gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000169231.13,THBS3,2.9992385274115883,NA,0.0027065532399395834,0.05135961801193274,NA,NA,NA,2,2,2,0.0032471955349809515,0.301937667872391
ENSG00000127220.5,ABHD8,2.996210496708797,NA,0.0027335766445378542,0.036459732711674464,NA,NA,NA,2,2,2,0.0041108486226881236,0.18367501471042802
ENSG00000160888.6,IER2,-2.992213010787964,NA,0.002769629384323365,0.000887347957087963,NA,NA,NA,1,1,1,0.002769629384323365,0.0959189141407814
ENSG00000131507.10,NDFIP1,2.9888243485137385,NA,0.0028005307992791345,0.007487304922542313,NA,NA,NA,2,2,2,0.006149732433981847,0.0868669131108113
ENSG00000178199.13,ZC3H12D,2.974360704421997,NA,0.0029359972342348412,0.003436876080248406,NA,NA,NA,1,1,1,0.0029359972342348412,0.113550160524746
ENSG00000231826.5,LINC01819,2.9736742973327637,NA,0.0029425723332011117,0.002317702137497111,NA,NA,NA,1,1,1,0.0029425723332011117,0.0971525578713107
ENSG00000104059.4,FAM189A1,-2.969845056533814,NA,0.0029794998682844283,0.003442012415893716,NA,NA,NA,1,2,2,0.0029794998682844344,0.090637700358327
ENSG00000204290.10,BTNL2,2.969095685493448,NA,0.002986775756739183,0.00016657778321087186,NA,NA,NA,2,2,2,0.002544678172380387,0.06122227225863599
ENSG00000086232.12,EIF2AK1,-2.9633645201354963,NA,0.003042959810531244,0.00432795794398827,NA,NA,NA,2,2,2,0.0015816175486530594,0.093920004300661
ENSG00000164930.11,FZD6,2.9570024617815616,NA,0.003106456377023715,0.00448619737386127,NA,NA,NA,2,2,2,0.0066397652495824265,0.182424241223659
ENSG00000160752.14,FDPS,2.9538581371307373,NA,0.003138282330844171,0.0024387017011119425,NA,NA,NA,1,1,1,0.003138282330844171,0.0785369848658821
ENSG00000102934.9,PLLP,-2.950708136086775,NA,0.0031704635182999443,0.004931107432191698,NA,NA,NA,2,3,3,0.0026347106833532197,0.176025115554405
ENSG00000142102.15,PGGHG,2.950332294213965,NA,0.0031743232297491803,0.31245311709416934,NA,NA,NA,2,2,2,0.005682217483405882,0.662288908514802
ENSG00000175445.14,LPL,-2.944907041287706,NA,0.003230517063053406,0.0327067335024277,NA,NA,NA,3,3,3,0.018173697149947814,0.39110233002154904
ENSG00000173171.14,MTX1,2.943313360214234,NA,0.0032471955349809446,0.0006935185252795423,NA,NA,NA,1,1,1,0.0032471955349809515,0.0381986921435197
ENSG00000165617.14,DACT1,-2.9425783157348633,NA,0.0032549144570870386,0.001047859663994626,NA,NA,NA,1,1,1,0.0032549144570870386,0.0961435612310898
ENSG00000198589.10,LRBA,2.934787511825562,NA,0.003337761715782957,0.001313838893896951,NA,NA,NA,1,1,1,0.0033377617157829657,0.0721258880634799
ENSG00000174446.12,SNAPC5,2.932986431152712,NA,0.003357185638428019,0.018381465390122868,NA,NA,NA,2,2,2,0.0005260111199977435,0.307320004530789
ENSG00000152092.15,ASTN1,2.931977510452271,NA,0.0033681113638632213,2.8892082358648793e-08,NA,NA,NA,1,1,1,0.0033681113638632273,0.000647945924633339
ENSG00000106853.18,PTGR1,-2.931628215807455,NA,0.0033719014566179796,0.2743865324854145,NA,NA,NA,4,4,4,0.0002949643870423388,0.519544015765133
ENSG00000153404.14,PLEKHG4B,-2.930238962173462,NA,0.0033870143059962737,0.021279808711270075,NA,NA,NA,1,1,1,0.0033870143059962737,0.22333935872095897
ENSG00000204475.9,NCR3,-2.9286384229084947,NA,0.003404502041764031,0.012593584925467546,NA,NA,NA,2,2,2,0.0004906055581402308,0.226007721276158
ENSG00000111725.10,PRKAB1,-2.9232402863915814,NA,0.0034640907655373514,0.0053035393723016785,NA,NA,NA,3,3,3,0.009184012118349556,0.178299944152605
ENSG00000213066.11,FGFR1OP,-2.9231564998626713,NA,0.003465023100122735,0.004307044835098736,NA,NA,NA,1,1,1,0.0034650231001227424,0.0929013123000597
ENSG00000168803.14,ADAL,2.922539472579956,NA,0.0034718961079638856,0.13027853410893675,NA,NA,NA,1,1,1,0.0034718961079638856,0.7575872950714581
ENSG00000280165.1,PCDH20,-2.921642426015715,NA,0.003481910356314348,0.005030264905392649,NA,NA,NA,2,2,2,0.001890400777751412,0.10446699429282598
ENSG00000272347.1,RP11-43F13.4,2.9123339653015132,NA,0.0035873885998487813,0.00042869546724430085,NA,NA,NA,1,1,1,0.0035873885998487735,0.0885425451866164
ENSG00000013016.15,EHD3,2.9115102923187903,NA,0.0035968605726075693,0.009036076586050802,NA,NA,NA,2,2,2,0.0029080706328979034,0.20340049606497398
ENSG00000104825.16,NFKBIB,2.9011325836181636,NA,0.003718165241206752,0.0034226106094118283,NA,NA,NA,1,1,1,0.003718165241206745,0.0868633570355396
ENSG00000143851.15,PTPN7,2.8845827703127185,NA,0.003919327143632459,0.0040815520287969505,NA,NA,NA,2,3,3,0.0014931990858763702,0.0923118257101083
ENSG00000171428.13,NAT1,-2.883425712585449,NA,0.003933754186799602,5.5453032353650404e-05,NA,NA,NA,1,1,1,0.003933754186799602,0.0117907976559113
ENSG00000003402.19,CFLAR,-2.8819851875305176,NA,0.003951783102037074,7.984715945687389e-07,NA,NA,NA,1,1,1,0.003951783102037074,0.005247781554439761
ENSG00000250067.11,YJEFN3,-2.881134236948689,NA,0.003962468410277245,0.030044651274486158,NA,NA,NA,2,2,2,0.006746090966319882,0.26269652539152105
ENSG00000197345.12,MRPL21,-2.875441551208496,NA,0.004034628369395544,0.003953651161988865,NA,NA,NA,1,2,2,0.004034628369395544,0.286929721085505
ENSG00000140521.12,POLG,2.8729570653365633,NA,0.004066493767034639,0.028780089385536688,NA,NA,NA,2,2,2,0.0039932974266174825,0.258717714935698
ENSG00000175087.9,PDIK1L,2.8726944923400874,NA,0.004069874774783472,0.0009917069815218833,NA,NA,NA,1,1,1,0.004069874774783472,0.0593862118485297
ENSG00000100106.19,TRIOBP,2.871896743774414,NA,0.004080162600717597,0.026791929098050248,NA,NA,NA,1,1,1,0.004080162600717597,0.244911798833314
ENSG00000204713.10,TRIM27,-2.868727945066628,NA,0.004121261158777014,0.03575424933620919,NA,NA,NA,2,2,2,7.012948462775222e-11,0.258809512947887
ENSG00000227359.1,AC017074.2,2.8667467357934813,NA,0.004147147456499535,0.08365929130555169,NA,NA,NA,3,3,3,0.006794800579152674,0.46277244706071297
ENSG00000100116.16,GCAT,-2.866264343261719,NA,0.004153472645256262,0.016791068837772587,NA,NA,NA,1,2,2,0.004153472645256271,0.20101738780891396
ENSG00000109790.16,KLHL5,-2.8658389903675174,NA,0.0041590571837000845,0.03188095472038676,NA,NA,NA,3,3,3,0.0012813195909887854,0.16745400223631102
ENSG00000183208.12,GDPGP1,2.861932346862063,NA,0.004210667754472442,0.01794909169695603,NA,NA,NA,2,2,2,0.006138638965900105,0.218320041784168
ENSG00000204540.10,PSORS1C1,-2.855053714351572,NA,0.004302955072251836,2.2850222249088334,NA,NA,NA,5,5,5,5.5972174175748954e-11,1.03210934338169
ENSG00000083093.9,PALB2,-2.8518052258332345,NA,0.004347172854131338,0.0018511113406691417,NA,NA,NA,2,2,2,0.006875691390071654,0.134575431823563
ENSG00000137860.11,SLC28A2,-2.851673006964283,NA,0.004348981284566409,0.05873573430462405,NA,NA,NA,2,2,2,0.001586130406984837,0.334219514492052
ENSG00000120539.14,MASTL,-2.850680901194208,NA,0.004362572635812468,0.28341147081762563,NA,NA,NA,3,3,3,2.2532328832124154e-06,0.6862093925337029
ENSG00000165810.16,BTNL9,-2.8503686625247022,NA,0.004366858108131153,0.053324956192337354,NA,NA,NA,2,2,2,0.0040053310626784935,0.185293590188227
ENSG00000157999.5,ANKRD61,-2.8486874103546143,NA,0.004389998938478853,0.01827355694327925,NA,NA,NA,1,1,1,0.004389998938478853,0.19219925691309103
ENSG00000168275.14,COA6,2.8424172401428223,NA,0.004477285370749836,0.042851538297530696,NA,NA,NA,1,1,1,0.004477285370749836,0.293865484824997
ENSG00000265750.1,RP11-799B12.4,2.8412260093420048,NA,0.004494045056255575,0.06678606777042488,NA,NA,NA,2,2,2,0.005558494437707574,0.360400707392305
ENSG00000229671.1,LINC01150,2.8405833244323735,NA,0.004503110716520936,0.015997927704637406,NA,NA,NA,1,1,1,0.004503110716520936,0.489266807934155
ENSG00000138346.14,DNA2,-2.8403020744768543,NA,0.0045070832144637534,1.134018131756583,NA,NA,NA,3,3,3,0.003351036255296065,1.06559463082494
ENSG00000273181.1,RP11-778D9.13,-2.8400303371130944,NA,0.004510924367749141,0.008068262699218953,NA,NA,NA,2,2,2,0.004109039057085303,0.151143866410138
ENSG00000161896.11,IP6K3,2.835020961979336,NA,0.004582267891812788,0.07800870535895277,NA,NA,NA,4,4,4,0.004430439769137029,0.23708776764026898
ENSG00000151224.12,MAT1A,2.8347561359405513,NA,0.004586067831817654,0.0001623730138269032,NA,NA,NA,1,1,1,0.004586067831817645,0.0412254782303452
ENSG00000163820.14,FYCO1,2.8338357476969698,NA,0.004599296518930838,0.02240146925619253,NA,NA,NA,2,2,2,0.004622074693462298,0.215587601443939
ENSG00000091140.13,DLD,2.8317523002624507,NA,0.00462936953061808,0.00211259503580233,NA,NA,NA,1,1,1,0.00462936953061808,0.0653406559021482
ENSG00000105538.9,RASIP1,-2.823943614959717,NA,0.004743672926580313,0.005527005014596689,NA,NA,NA,1,1,1,0.004743672926580313,0.10590640777470699
ENSG00000213793.5,ZNF888,-2.8230213684194494,NA,0.004757340071739423,0.0287476703674947,NA,NA,NA,5,5,5,0.006209758023601426,0.158675237702884
ENSG00000101152.10,DNAJC5,-2.822683137824532,NA,0.0047623613732012396,0.0012313442355940468,NA,NA,NA,2,2,2,0.01610430731998636,0.0656725327994128
ENSG00000184661.13,CDCA2,-2.822603702545166,NA,0.004763541348263419,0.003920474927094687,NA,NA,NA,1,1,1,0.004763541348263419,0.0922219764237862
ENSG00000163428.3,LRRC58,-2.816592691935799,NA,0.00485360352477218,0.008573576059750723,NA,NA,NA,2,2,2,0.008334722304908589,0.202120058177155
ENSG00000105501.12,SIGLEC5,2.8148171809715974,NA,0.004880498942850515,0.06131020746128951,NA,NA,NA,4,4,4,0.013614180113957266,0.31173680063079
ENSG00000205269.5,TMEM170B,2.813907146453858,NA,0.004894336331102555,0.0186341202314337,NA,NA,NA,1,1,1,0.004894336331102559,0.2381532290495
ENSG00000104756.15,KCTD9,-2.80282711982727,NA,0.005065681535657959,0.001380303348204302,NA,NA,NA,1,1,1,0.0050656815356579545,0.0547207896405229
ENSG00000128513.14,POT1,-2.8009717464447017,NA,0.005094897949010069,0.003939629826807058,NA,NA,NA,1,1,1,0.005094897949010059,0.26966505185136197
ENSG00000204310.12,AGPAT1,2.799554318677886,NA,0.005117320602637151,0.002087516988567903,NA,NA,NA,2,2,2,0.0034840523959558706,0.0742563466487271
ENSG00000204580.13,DDR1,-2.7991338396013545,NA,0.00512398940161644,0.007707685110635075,NA,NA,NA,2,2,2,0.0027229313553939483,0.12752967817848
ENSG00000143870.12,PDIA6,2.794370594134212,NA,0.0052000848270750705,0.0010263427212739836,NA,NA,NA,2,2,2,0.0067577690724476185,0.0418493518056771
ENSG00000124215.16,CDH26,2.78959087296148,NA,0.005277468390497028,0.0005840177503294044,NA,NA,NA,2,2,2,0.007323721636657266,0.070607220108103
ENSG00000110711.9,AIP,2.7849121093749996,NA,0.005354223391717923,0.0032117514743697268,NA,NA,NA,1,1,1,0.005354223391717917,0.0815640594263208
ENSG00000043143.20,JADE2,2.7844572067260738,NA,0.005361739570144669,0.0013167212827470528,NA,NA,NA,1,1,1,0.005361739570144659,0.0515617935977731
ENSG00000149503.12,INCENP,-2.77670950385103,NA,0.005491223303388893,0.03173611475883929,NA,NA,NA,2,2,2,0.004450275289266287,0.309337308260211
ENSG00000168564.5,CDKN2AIP,-2.7701776027679443,NA,0.005602573402384589,0.0022791037481492958,NA,NA,NA,1,1,1,0.005602573402384589,0.11571142752117801
ENSG00000167397.14,VKORC1,-2.7676765918731694,NA,0.005645744966344402,0.01104493705338786,NA,NA,NA,1,1,1,0.005645744966344407,0.17067100791783898
ENSG00000172543.7,CTSW,-2.7666048131620076,NA,0.0056643373130087545,0.25337893164442876,NA,NA,NA,2,2,2,0.012975551379798826,0.9162731184869058
ENSG00000168032.8,ENTPD3,-2.7664206114460557,NA,0.005667538250722965,0.0003712999447057739,NA,NA,NA,2,2,2,0.012329203223548973,0.0674494386974261
ENSG00000110497.14,AMBRA1,2.765071153640747,NA,0.005691038056905018,1.932025335635137e-06,NA,NA,NA,1,1,1,0.005691038056905018,0.008449888103099509
ENSG00000256223.5,ZNF10,-2.760309502735578,NA,0.005774662487077585,0.010346301990385286,NA,NA,NA,2,2,2,0.010518479536899985,0.153225691435978
ENSG00000127831.10,VIL1,2.750517368316651,NA,0.005950123718809965,0.001396816285566002,NA,NA,NA,1,1,1,0.005950123718809971,0.0570279789824772
ENSG00000173588.14,CEP83,2.747227374633939,NA,0.006010145221160912,0.005824898114385585,NA,NA,NA,2,2,2,0.006276682150325279,0.21622779513745002
ENSG00000197956.9,S100A6,2.7448756503730602,NA,0.006053383006176063,0.010143409778854012,NA,NA,NA,2,2,2,0.005125893828137795,0.131259514792856
ENSG00000143363.15,PRUNE1,2.744833946228028,NA,0.00605415228272015,3.9022908808265876e-07,NA,NA,NA,1,2,2,0.006054152282720157,0.00135733161752323
ENSG00000155875.13,SAXO1,-2.742943048477173,NA,0.0060891245216316775,0.016090816259844428,NA,NA,NA,1,1,1,0.0060891245216316775,0.18159061187266504
ENSG00000171867.16,PRNP,2.738352082382525,NA,0.006174793054939482,0.016765315879732203,NA,NA,NA,2,2,2,0.007598177706737964,0.16285167127646802
ENSG00000136813.14,KIAA0368,-2.7382428646087646,NA,0.0061768442363754,0.000558761990423005,NA,NA,NA,1,1,1,0.0061768442363754,0.06967937984649901
ENSG00000171786.5,NHLH1,-2.736464738845825,NA,0.006210325022682403,0.007885971356063651,NA,NA,NA,1,1,1,0.006210325022682403,0.124258911782
ENSG00000241360.1,PDXP,-2.735034465789795,NA,0.0062373744791119675,0.0004821430104106346,NA,NA,NA,1,1,1,0.0062373744791119675,0.0330729300246055
ENSG00000164096.12,C4orf3,2.732814799980198,NA,0.00627956307541048,0.03264532838088992,NA,NA,NA,2,2,2,0.0055773527957324875,0.148436261774551
ENSG00000053438.8,NNAT,2.72996735572815,NA,0.006334059731143461,0.0012431963066153542,NA,NA,NA,1,1,1,0.0063340597311434665,0.19322844160044397
ENSG00000153786.12,ZDHHC7,-2.7292975397308323,NA,0.006346940883197891,0.026038335978546982,NA,NA,NA,4,4,4,0.00650288375773759,0.21887847378966802
ENSG00000085491.15,SLC25A24,2.7274043579535534,NA,0.006383476015712212,0.029705526562621175,NA,NA,NA,3,3,3,0.006230406987626016,0.155697292601853
ENSG00000273321.1,RP11-621L6.3,-2.7250435352325444,NA,0.0064293008916076816,8.010471423577907e-05,NA,NA,NA,1,1,1,0.006429300891607689,0.0269621274861206
ENSG00000113790.10,EHHADH,-2.7245941162109375,NA,0.006438057823214974,0.002279506007876834,NA,NA,NA,1,1,1,0.006438057823214974,0.118979935001677
ENSG00000234745.10,HLA-B,-2.7213313265947807,NA,0.006501955711939081,0.012569864169960414,NA,NA,NA,3,4,4,0.0008733741805036067,0.174187288753692
ENSG00000186448.14,ZNF197,-2.719642160071677,NA,0.006535259656747874,0.12623596568399487,NA,NA,NA,3,3,3,0.003961991402383331,0.25520452631178603
ENSG00000153006.15,SREK1IP1,-2.7147490978240962,NA,0.006632599907949505,0.004179729238711952,NA,NA,NA,1,1,1,0.006632599907949498,0.136747688647373
ENSG00000166796.11,LDHC,-2.713946532781598,NA,0.006648689613949101,1.507872854377181,NA,NA,NA,3,3,3,0.002309653054825802,1.38946828082131
ENSG00000154582.16,ELOC,2.711557626724243,NA,0.006696789945012104,1.6588729839474603e-05,NA,NA,NA,1,1,1,0.006696789945012104,0.0158301883347118
ENSG00000144488.14,ESPNL,2.7111847283086252,NA,0.006704326369708656,0.8498271745447212,NA,NA,NA,4,4,4,0.002856474828165603,0.8529036550629281
ENSG00000073803.13,MAP3K13,-2.7106354446117833,NA,0.006715441497435717,0.01692794732795394,NA,NA,NA,3,3,3,0.0077723350685016115,0.147297670967594
ENSG00000069122.18,ADGRF5,2.7066044807434078,NA,0.006797518895912363,0.0003731058242480838,NA,NA,NA,1,1,1,0.006797518895912353,0.0394920725031662
ENSG00000188779.10,SKOR1,2.7056164741516113,NA,0.00681777348351235,0.027460959372626974,NA,NA,NA,1,1,1,0.00681777348351235,0.2934077816389
ENSG00000130595.17,TNNT3,2.7054810523986816,NA,0.006820553913538271,0.00022571928277935116,NA,NA,NA,1,1,1,0.006820553913538271,0.0700871674075846
ENSG00000231389.7,HLA-DPA1,2.7024472088976563,NA,0.006883111382319955,0.004580945196571918,NA,NA,NA,2,2,2,0.023457600562977986,0.22997668605951302
ENSG00000110717.12,NDUFS8,2.700613260269165,NA,0.0069211766922784405,0.012473670960668677,NA,NA,NA,1,1,1,0.0069211766922784405,0.183076196798772
ENSG00000040275.16,SPDL1,-2.699520330557627,NA,0.00694395129020559,0.10479050137347479,NA,NA,NA,3,3,3,0.013597897824402214,0.392994350082551
ENSG00000214029.4,ZNF891,2.695868136207946,NA,0.0070205452718808126,0.008468587073602065,NA,NA,NA,2,2,2,0.010518479536899985,0.13879818823026802
ENSG00000114742.13,WDR48,2.693932294845581,NA,0.007061450724209769,0.010293289740649029,NA,NA,NA,1,1,1,0.007061450724209769,0.22894797833969
ENSG00000104881.15,PPP1R13L,2.693850092064782,NA,0.007063192443806507,0.010500848655537206,NA,NA,NA,2,2,2,0.007533859663973662,0.18669391542402103
ENSG00000206532.2,RP11-553A10.1,2.69255896822584,NA,0.007090599542936493,8.51036703286479e-06,NA,NA,NA,2,2,2,0.004154420628859887,0.012686232896988999
ENSG00000104973.16,MED25,-2.691354354829932,NA,0.007116256317504178,0.01230552865178491,NA,NA,NA,2,2,2,0.007157395230432454,0.157064461343042
ENSG00000225511.6,LINC00475,2.69087815284729,NA,0.007126421795381477,0.02059185097227862,NA,NA,NA,1,1,1,0.007126421795381477,0.5226160381020789
ENSG00000112624.12,GLTSCR1L,-2.688046605548485,NA,0.007187136466946331,0.003276662436889085,NA,NA,NA,2,2,2,0.0022351117135383587,0.0863460944944832
ENSG00000137185.11,ZSCAN9,2.687660522742001,NA,0.007195450810530051,0.014832834861115942,NA,NA,NA,2,2,2,6.082637784463306e-11,0.508229534217719
ENSG00000117280.12,RAB29,-2.6832640611284697,NA,0.007290739879898325,0.6325612274903933,NA,NA,NA,4,4,4,0.009391820094417348,0.567949557391616
ENSG00000115556.13,PLCD4,2.681266546249389,NA,0.00733440699150699,0.004867386969868839,NA,NA,NA,1,2,2,0.0073344069915069815,0.102780895101113
ENSG00000069275.12,NUCKS1,2.680433511734009,NA,0.007352686953074945,0.007068481877924116,NA,NA,NA,1,1,1,0.007352686953074945,0.11912403424158301
ENSG00000206013.2,IFITM5,-2.6791094086291003,NA,0.007381826963740089,0.5075487642457551,NA,NA,NA,4,4,4,0.005682217483405882,0.688671269818032
ENSG00000132670.20,PTPRA,-2.6763184847791015,NA,0.0074435873777202195,0.0030139486621445725,NA,NA,NA,2,2,2,0.0038404109666255242,0.0617617368783381
ENSG00000168806.7,LCMT2,2.674777802535623,NA,0.0074778793380678174,0.015758088620943578,NA,NA,NA,2,2,2,0.0034718961079638856,0.16284864165866197
ENSG00000233822.4,HIST1H2BN,-2.6738941941125196,NA,0.007497610245978559,0.021818937924528655,NA,NA,NA,2,2,2,1.7408188400170496e-09,0.581044099274996
ENSG00000196357.11,ZNF565,-2.6713786125183105,NA,0.007554038889921629,0.03916141555226347,NA,NA,NA,1,1,1,0.007554038889921629,0.286988408855402
ENSG00000272906.1,RP11-533E19.7,2.667926788330078,NA,0.007632088686390387,1.3970027947719012e-05,NA,NA,NA,1,1,1,0.007632088686390387,0.00884709639413314
ENSG00000225948.2,RP11-554I8.1,2.663122163436997,NA,0.007741930185127278,0.02529601815695905,NA,NA,NA,2,2,2,0.007949628184139721,0.304249931933318
ENSG00000136114.15,THSD1,-2.6612682342529292,NA,0.007784691354359244,0.001811624800839801,NA,NA,NA,1,1,1,0.00778469135435924,0.0616725028347941
ENSG00000258534.1,CTD-2134A5.4,-2.6605185932300253,NA,0.0078020419418316465,0.006988729496480905,NA,NA,NA,2,2,2,0.006755671789608928,0.119087481240829
ENSG00000111275.12,ALDH2,-2.6545016765594482,NA,0.00794256448982029,0.016297185023812173,NA,NA,NA,1,1,1,0.00794256448982029,0.23543504339822002
ENSG00000172349.17,IL16,-2.6528654098510747,NA,0.007981168790089409,0.0007730773216549576,NA,NA,NA,1,2,2,0.00798116879008942,0.0481984471592704
ENSG00000174307.6,PHLDA3,-2.652845498730509,NA,0.007981639584401437,0.00669065687228543,NA,NA,NA,2,2,2,0.007989865606374788,0.12154622270243401
ENSG00000278107.1,RP11-162A12.4,-2.65172028541565,NA,0.008008285466100107,0.02127769118180692,NA,NA,NA,1,1,1,0.008008285466100116,0.21154239466024802
ENSG00000134548.9,SPX,2.651489386871791,NA,0.00801376315329525,0.0030149870764911643,NA,NA,NA,3,3,3,0.11463410357582532,0.0917159814033829
ENSG00000268316.1,AC006272.2,-2.648988008499145,NA,0.008073319617953146,0.002158847859013162,NA,NA,NA,1,1,1,0.008073319617953129,0.07328563260582001
ENSG00000176444.18,CLK2,2.6480762958526616,NA,0.008095125340444055,2.815001834668361e-06,NA,NA,NA,1,1,1,0.00809512534044406,0.00268060490140919
ENSG00000240747.7,KRBOX1,2.647027015686035,NA,0.008120286554661764,0.0029158885319824786,NA,NA,NA,1,1,1,0.008120286554661764,0.250758353829818
ENSG00000163517.14,HDAC11,-2.6437783241271977,NA,0.008198633050163662,0.0014350778652600178,NA,NA,NA,1,2,2,0.008198633050163679,0.28194131958341806
ENSG00000139370.11,SLC15A4,-2.640518665313721,NA,0.008277923268555703,0.0030155899365820705,NA,NA,NA,1,1,1,0.00827792326855572,0.12265656731790599
ENSG00000265681.7,RPL17,2.6398239135742188,NA,0.008294911334954795,9.438620692543024e-05,NA,NA,NA,1,1,1,0.008294911334954795,0.0175677811115717
ENSG00000134317.17,GRHL1,-2.6352103105333575,NA,0.008408516625092333,0.03399042519060861,NA,NA,NA,2,2,2,0.014470840533804614,0.19726963016352803
ENSG00000184274.3,LINC00315,-2.634878158569336,NA,0.008416748980757597,0.009788119951339857,NA,NA,NA,1,1,1,0.008416748980757597,0.17758759644095398
ENSG00000141295.13,SCRN2,2.6348633264572623,NA,0.008417116761361936,0.08898412308602471,NA,NA,NA,3,3,3,0.027574769786210762,0.5740549869079251
